"PROBEID","ENTREZID"
"22379","220984_s_at","81796"
"22380","220985_s_at","81790"
"22381","220986_s_at","81789"
"22382","220987_s_at","81788"
"22383","220987_s_at","56672"
"22384","220988_s_at","114899"
"22385","220989_s_at","81693"
"22386","220990_s_at","81671"
"22387","220990_s_at","406991"
"22388","220991_s_at","140545"
"22389","220992_s_at","81627"
"22390","220993_s_at","81491"
"22391","220994_s_at","29091"
"22392","220995_at","29091"
"22393","220996_s_at","81626"
"22394","220997_s_at","81624"
"22395","220998_s_at","81622"
"22396","220999_s_at","26999"
"22397","221000_s_at","81621"
"22399","221002_s_at","81619"
"22400","221003_s_at","81617"
"22401","221004_s_at","81618"
"22402","221005_s_at","81490"
"22403","221006_s_at","81609"
"22404","221007_s_at","81608"
"22405","221008_s_at","64850"
"22406","221009_s_at","51129"
"22407","221010_s_at","23408"
"22408","221011_s_at","81606"
"22409","221012_s_at","81603"
"22410","221013_s_at","23780"
"22411","221014_s_at","83452"
"22412","221015_s_at","81602"
"22413","221016_s_at","83439"
"22414","221017_s_at","81543"
"22415","221018_s_at","56165"
"22416","221019_s_at","81035"
"22417","221020_s_at","81034"
"22418","221021_s_at","56259"
"22419","221022_s_at","83449"
"22420","221023_s_at","81033"
"22421","221024_s_at","81031"
"22422","221025_x_at","83448"
"22423","221026_s_at","83482"
"22424","221027_s_at","81579"
"22425","221028_s_at","81577"
"22426","221029_s_at","81029"
"22427","221030_s_at","83478"
"22428","221031_s_at","81575"
"22429","221032_s_at","80975"
"22430","221033_s_at","56163"
"22431","221034_s_at","56156"
"22432","221035_s_at","56155"
"22433","221036_s_at","83464"
"22434","221037_s_at","83447"
"22436","221039_s_at","50807"
"22437","221040_at","11132"
"22438","221041_s_at","26503"
"22439","221042_s_at","79789"
"22441","221044_s_at","53840"
"22442","221044_s_at","445372"
"22443","221045_s_at","8863"
"22444","221046_s_at","29083"
"22445","221047_s_at","4139"
"22446","221048_x_at","55028"
"22447","221049_s_at","27343"
"22448","221050_s_at","54676"
"22449","221051_s_at","27231"
"22450","221052_at","11022"
"22451","221053_s_at","11022"
"22452","221054_s_at","27004"
"22453","221056_x_at","58513"
"22454","221057_at","100505741"
"22455","221058_s_at","51192"
"22456","221059_s_at","4166"
"22457","221059_s_at","23406"
"22458","221060_s_at","7099"
"22459","221061_at","9033"
"22460","221062_at","9953"
"22461","221063_x_at","63891"
"22462","221064_s_at","64718"
"22463","221065_s_at","64377"
"22464","221066_at","51289"
"22465","221067_s_at","80763"
"22466","221068_at","25959"
"22467","221069_s_at","51204"
"22468","221070_s_at","57805"
"22470","221072_at","57000"
"22471","221073_s_at","10392"
"22472","221074_at","9436"
"22473","221075_s_at","9436"
"22474","221076_at","53918"
"22475","221077_at","55130"
"22476","221078_s_at","55704"
"22477","221079_s_at","55798"
"22478","221079_s_at","339175"
"22479","221080_s_at","79958"
"22480","221081_s_at","79961"
"22481","221082_s_at","57446"
"22482","221083_at","9132"
"22483","221084_at","9177"
"22484","221085_at","9966"
"22485","221086_s_at","55079"
"22486","221087_s_at","80833"
"22487","221088_s_at","55607"
"22488","221089_at","50508"
"22489","221090_s_at","55239"
"22490","221091_at","10022"
"22491","221092_at","22806"
"22492","221093_at","23629"
"22493","221094_s_at","55140"
"22494","221095_s_at","9992"
"22495","221096_s_at","55374"
"22496","221097_s_at","10242"
"22497","221098_x_at","10813"
"22499","221100_at","29113"
"22501","221102_s_at","140803"
"22502","221103_s_at","55779"
"22503","221104_s_at","55335"
"22505","221106_at","51310"
"22506","221107_at","55584"
"22507","221108_at","51233"
"22508","221109_at","100506571"
"22509","221110_x_at","50940"
"22510","221111_at","55801"
"22511","221112_at","26280"
"22512","221113_s_at","51384"
"22513","221114_at","258"
"22514","221115_s_at","55891"
"22517","221118_at","27039"
"22518","221119_at","54848"
"22520","221121_at","54967"
"22521","221122_at","54979"
"22522","221123_x_at","55893"
"22523","221123_x_at","157574"
"22524","221124_s_at","30813"
"22525","221125_s_at","27094"
"22526","221126_at","27122"
"22527","221127_s_at","27122"
"22528","221128_at","8728"
"22529","221129_at","23591"
"22531","221131_at","51146"
"22532","221132_at","51208"
"22533","221133_s_at","51208"
"22534","221134_at","51378"
"22535","221135_s_at","28990"
"22536","221136_at","2658"
"22539","221139_s_at","51380"
"22540","221140_s_at","29933"
"22541","221141_x_at","29924"
"22542","221142_s_at","55825"
"22543","221143_at","29935"
"22547","221147_x_at","51741"
"22549","221149_at","27202"
"22550","221150_at","56955"
"22551","221151_at","56979"
"22552","221152_at","1295"
"22554","221154_at","57093"
"22555","221154_at","642612"
"22557","221156_x_at","9236"
"22558","221157_s_at","26261"
"22559","221158_at","94104"
"22561","221160_s_at","56344"
"22562","221161_at","56676"
"22563","221162_at","10086"
"22564","221163_s_at","51085"
"22565","221164_x_at","23563"
"22566","221165_s_at","50616"
"22567","221166_at","8074"
"22568","221167_s_at","83446"
"22569","221168_at","59336"
"22570","221169_s_at","59340"
"22571","221170_at","59340"
"22572","221171_at","728621"
"22573","221172_at","80099"
"22574","221173_at","10083"
"22576","221175_at","80111"
"22579","221178_at","80115"
"22580","221179_at","100533178"
"22581","221180_at","80122"
"22583","221182_at","80133"
"22584","221183_at","100507388"
"22586","221185_s_at","84223"
"22587","221186_at","100131532"
"22588","221187_s_at","80199"
"22589","221188_s_at","27141"
"22590","221189_s_at","80222"
"22591","221189_s_at","102465529"
"22592","221190_s_at","29919"
"22593","221191_at","54441"
"22594","221191_at","442578"
"22595","221192_x_at","79157"
"22596","221193_s_at","54819"
"22597","221194_s_at","51136"
"22598","221194_s_at","653645"
"22599","221195_at","51136"
"22600","221196_x_at","79184"
"22601","221197_s_at","1103"
"22602","221198_at","6343"
"22603","221199_at","64096"
"22604","221200_at","100862697"
"22605","221201_s_at","7711"
"22607","221203_s_at","55689"
"22608","221204_s_at","55118"
"22610","221206_at","5395"
"22611","221206_at","441194"
"22612","221207_s_at","26960"
"22613","221208_s_at","79684"
"22614","221209_s_at","56914"
"22615","221210_s_at","80896"
"22616","221211_s_at","56911"
"22617","221212_x_at","55193"
"22618","221213_s_at","54816"
"22619","221213_s_at","145783"
"22620","221214_s_at","26012"
"22621","221214_s_at","102466223"
"22622","221215_s_at","54101"
"22623","221216_s_at","22955"
"22624","221217_s_at","54715"
"22625","221218_s_at","27010"
"22626","221219_s_at","54758"
"22627","221220_s_at","55681"
"22628","221221_s_at","26249"
"22629","221222_s_at","54964"
"22630","221223_x_at","1154"
"22631","221224_s_at","79877"
"22632","221225_at","79877"
"22633","221226_s_at","55515"
"22634","221227_x_at","51805"
"22636","221229_s_at","55006"
"22637","221230_s_at","51742"
"22638","221231_s_at","55051"
"22639","221232_s_at","26287"
"22640","221233_s_at","57579"
"22641","221234_s_at","60468"
"22642","221235_s_at","9392"
"22643","221236_s_at","81551"
"22644","221237_s_at","23762"
"22645","221238_at","79366"
"22646","221239_s_at","79368"
"22647","221240_s_at","79369"
"22648","221241_s_at","79370"
"22651","221244_s_at","5170"
"22652","221245_s_at","7855"
"22653","221246_x_at","7145"
"22654","221247_s_at","81554"
"22655","221248_s_at","54904"
"22656","221249_s_at","81558"
"22657","221250_s_at","83463"
"22658","221251_x_at","83444"
"22659","221251_x_at","100532735"
"22660","221252_s_at","83445"
"22661","221253_s_at","81567"
"22662","221253_s_at","100526836"
"22663","221254_s_at","83394"
"22664","221255_s_at","83460"
"22665","221256_s_at","81932"
"22666","221257_x_at","81545"
"22667","221258_s_at","81930"
"22668","221259_s_at","56159"
"22669","221260_s_at","81566"
"22670","221261_x_at","81557"
"22671","221261_x_at","728239"
"22672","221261_x_at","100124541"
"22673","221261_x_at","101340250"
"22674","221262_s_at","66035"
"22675","221263_s_at","83443"
"22676","221264_s_at","23435"
"22677","221265_s_at","81556"
"22678","221266_s_at","81501"
"22679","221267_s_at","81926"
"22680","221268_s_at","81537"
"22681","221269_s_at","83442"
"22682","221270_s_at","81890"
"22683","221271_at","59067"
"22684","221272_s_at","81563"
"22685","221273_s_at","727800"
"22686","221274_s_at","81562"
"22688","221276_s_at","81493"
"22689","221277_s_at","83480"
"22690","221278_at","3218"
"22691","221279_at","54332"
"22692","221280_s_at","56288"
"22693","221281_at","6714"
"22694","221282_x_at","860"
"22695","221283_at","860"
"22696","221284_s_at","6714"
"22697","221285_at","8128"
"22698","221286_s_at","51237"
"22699","221287_at","6041"
"22700","221288_at","2845"
"22701","221289_at","1750"
"22702","221290_s_at","84939"
"22703","221291_at","80328"
"22704","221292_at","8643"
"22705","221293_s_at","50619"
"22706","221294_at","2844"
"22707","221295_at","1149"
"22708","221296_at","7007"
"22709","221297_at","55507"
"22710","221298_s_at","9376"
"22711","221299_at","54328"
"22712","221300_at","23742"
"22713","221301_at","80737"
"22714","221302_at","28999"
"22715","221303_at","29930"
"22716","221304_at","54576"
"22717","221304_at","54579"
"22718","221304_at","54600"
"22719","221304_at","54658"
"22720","221304_at","54659"
"22721","221305_s_at","54576"
"22722","221305_s_at","54579"
"22723","221305_s_at","54600"
"22724","221305_s_at","54658"
"22725","221305_s_at","54659"
"22726","221306_at","2850"
"22727","221307_at","30820"
"22728","221308_at","10818"
"22729","221309_at","84991"
"22730","221310_at","2259"
"22731","221311_x_at","57226"
"22732","221312_at","9340"
"22733","221313_at","9293"
"22734","221314_at","2661"
"22735","221315_s_at","27006"
"22736","221316_at","57828"
"22737","221317_x_at","56130"
"22738","221318_at","58158"
"22739","221319_at","56128"
"22740","221320_at","10017"
"22741","221321_s_at","30819"
"22742","221322_at","64111"
"22743","221323_at","80329"
"22744","221324_at","50834"
"22745","221325_at","56659"
"22746","221326_s_at","51174"
"22747","221327_s_at","2652"
"22748","221327_s_at","5956"
"22749","221327_s_at","728458"
"22750","221327_s_at","101060233"
"22751","221328_at","26285"
"22752","221329_at","23538"
"22753","221330_at","1129"
"22754","221331_x_at","1493"
"22755","221332_at","9210"
"22756","221333_at","50943"
"22757","221334_s_at","50943"
"22758","221335_x_at","56006"
"22759","221336_at","474"
"22760","221337_s_at","11086"
"22761","221337_s_at","101928551"
"22762","221338_at","79136"
"22763","221339_at","442194"
"22764","221340_at","1046"
"22765","221341_s_at","653166"
"22766","221341_s_at","8386"
"22767","221342_at","80739"
"22768","221343_at","26531"
"22769","221344_at","26529"
"22770","221345_at","2867"
"22771","221346_at","26476"
"22772","221347_at","1133"
"22773","221348_at","4880"
"22774","221349_at","7441"
"22775","221350_at","3224"
"22776","221351_at","3350"
"22778","221353_at","4994"
"22779","221354_s_at","2847"
"22780","221355_at","1146"
"22781","221356_x_at","22953"
"22782","221357_at","1132"
"22783","221358_at","2832"
"22784","221359_at","2668"
"22785","221360_s_at","2693"
"22786","221361_at","4975"
"22787","221362_at","3361"
"22788","221363_x_at","2848"
"22789","221364_at","2895"
"22790","221365_at","2862"
"22791","221366_at","4825"
"22792","221367_at","4342"
"22793","221368_at","4759"
"22794","221369_at","4543"
"22795","221370_at","100131827"
"22796","221371_at","8995"
"22797","221372_s_at","22953"
"22798","221373_x_at","5623"
"22799","221374_at","8823"
"22800","221375_at","8390"
"22801","221376_at","8822"
"22802","221377_s_at","11317"
"22803","221378_at","9350"
"22806","221381_s_at","10934"
"22807","221381_s_at","10933"
"22809","221383_at","10316"
"22810","221384_at","7350"
"22811","221385_s_at","2866"
"22812","221385_s_at","2865"
"22813","221386_at","4995"
"22814","221387_at","64106"
"22815","221388_at","8383"
"22816","221389_at","30814"
"22817","221390_s_at","9108"
"22818","221390_s_at","55613"
"22819","221390_s_at","142689"
"22820","221391_at","50840"
"22821","221392_at","50832"
"22822","221393_at","9288"
"22823","221394_at","9287"
"22824","221395_at","50838"
"22825","221396_at","50837"
"22826","221397_at","50839"
"22827","221398_at","50836"
"22828","221399_at","60401"
"22829","221400_at","53904"
"22830","221401_at","27091"
"22831","221402_at","4992"
"22832","221403_s_at","11172"
"22833","221404_at","27179"
"22835","221406_s_at","4439"
"22836","221406_s_at","401251"
"22837","221406_s_at","100532732"
"22838","221407_at","57369"
"22839","221408_x_at","56124"
"22840","221409_at","56656"
"22841","221410_x_at","56132"
"22842","221411_at","3238"
"22843","221412_at","57191"
"22844","221413_at","9196"
"22845","221414_s_at","81623"
"22846","221415_s_at","81025"
"22847","221415_s_at","26292"
"22848","221415_s_at","100527950"
"22849","221416_at","64600"
"22850","221417_x_at","53637"
"22851","221418_s_at","10025"
"22854","221421_s_at","81792"
"22855","221422_s_at","81571"
"22856","221422_s_at","693185"
"22857","221423_s_at","81555"
"22858","221424_s_at","81285"
"22859","221425_s_at","81689"
"22860","221426_s_at","8392"
"22861","221427_s_at","81669"
"22862","221428_s_at","79718"
"22863","221429_x_at","56157"
"22864","221430_s_at","81847"
"22865","221431_s_at","81797"
"22866","221432_s_at","81894"
"22867","221433_at","26291"
"22868","221434_s_at","81892"
"22869","221435_x_at","81888"
"22870","221436_s_at","83461"
"22871","221437_s_at","64960"
"22872","221438_s_at","56158"
"22873","221439_at","10741"
"22874","221440_s_at","10741"
"22875","221441_at","2928"
"22876","221442_at","4159"
"22877","221443_x_at","51052"
"22878","221444_at","50833"
"22879","221445_at","26189"
"22880","221446_at","11085"
"22881","221447_s_at","83468"
"22882","221448_s_at","56154"
"22883","221449_s_at","81533"
"22884","221450_x_at","56123"
"22885","221451_s_at","26692"
"22886","221452_s_at","81853"
"22887","221453_at","57818"
"22889","221455_s_at","7473"
"22890","221455_s_at","101929777"
"22891","221456_at","50831"
"22892","221457_s_at","56244"
"22893","221458_at","3355"
"22894","221459_at","9038"
"22895","221460_at","4993"
"22896","221461_at","50835"
"22897","221462_x_at","55554"
"22898","221463_at","6369"
"22899","221464_at","4991"
"22900","221465_at","8590"
"22901","221466_at","5030"
"22902","221467_at","4160"
"22903","221468_at","2829"
"22904","221469_at","2854"
"22905","221470_s_at","27178"
"22906","221471_at","10955"
"22907","221472_at","10955"
"22908","221473_x_at","10955"
"22909","221474_at","103910"
"22910","221475_s_at","6138"
"22911","221476_s_at","6138"
"22912","221477_s_at","6648"
"22913","221477_s_at","100129518"
"22914","221478_at","665"
"22915","221479_s_at","665"
"22916","221480_at","3184"
"22917","221481_x_at","3184"
"22918","221482_s_at","10776"
"22919","221483_s_at","10776"
"22920","221484_at","9334"
"22921","221485_at","9334"
"22922","221486_at","2029"
"22923","221487_s_at","2029"
"22924","221488_s_at","51596"
"22925","221489_s_at","81848"
"22926","221490_at","51271"
"22927","221491_x_at","3123"
"22928","221491_x_at","3119"
"22929","221491_x_at","3125"
"22930","221491_x_at","3126"
"22931","221491_x_at","3127"
"22932","221491_x_at","3128"
"22933","221492_s_at","64422"
"22934","221493_at","7259"
"22935","221494_x_at","27335"
"22936","221495_s_at","22980"
"22937","221496_s_at","10766"
"22938","221497_x_at","54583"
"22939","221498_at","81609"
"22940","221499_s_at","8675"
"22941","221500_s_at","8675"
"22942","221501_x_at","339044"
"22943","221501_x_at","9284"
"22944","221501_x_at","642778"
"22945","221501_x_at","642799"
"22946","221501_x_at","100288332"
"22947","221501_x_at","101059938"
"22948","221501_x_at","101059953"
"22949","221501_x_at","101930075"
"22950","221502_at","3839"
"22951","221503_s_at","3839"
"22952","221504_s_at","51606"
"22953","221505_at","81611"
"22954","221506_s_at","30000"
"22955","221507_at","30000"
"22956","221508_at","51347"
"22957","221509_at","8562"
"22958","221510_s_at","2744"
"22959","221511_x_at","9236"
"22960","221511_x_at","100533483"
"22961","221512_at","84065"
"22962","221513_s_at","10813"
"22963","221513_s_at","9724"
"22964","221513_s_at","440138"
"22965","221514_at","10813"
"22966","221515_s_at","51451"
"22967","221516_s_at","54471"
"22968","221517_s_at","9440"
"22969","221518_s_at","55031"
"22970","221519_at","6468"
"22971","221520_s_at","55143"
"22972","221521_s_at","51659"
"22973","221522_at","84079"
"22974","221523_s_at","58528"
"22975","221524_s_at","58528"
"22976","221525_at","83637"
"22977","221526_x_at","56288"
"22978","221527_s_at","56288"
"22979","221528_s_at","63916"
"22980","221529_s_at","83483"
"22981","221530_s_at","79365"
"22982","221531_at","80349"
"22983","221532_s_at","80349"
"22984","221533_at","26355"
"22985","221534_at","83638"
"22986","221535_at","55341"
"22987","221536_s_at","55341"
"22988","221537_at","5361"
"22989","221538_s_at","5361"
"22990","221539_at","1978"
"22991","221540_x_at","2966"
"22992","221540_x_at","653238"
"22993","221540_x_at","728340"
"22994","221540_x_at","730394"
"22995","221541_at","83716"
"22996","221542_s_at","11160"
"22997","221543_s_at","11160"
"22998","221544_s_at","10025"
"22999","221545_x_at","10025"
"23000","221546_at","8559"
"23001","221547_at","8559"
"23002","221548_s_at","80895"
"23003","221549_at","83743"
"23004","221550_at","1355"
"23005","221551_x_at","27090"
"23006","221552_at","57406"
"23007","221553_at","84061"
"23008","221554_at","92335"
"23009","221555_x_at","8555"
"23010","221556_at","8555"
"23011","221557_s_at","51176"
"23012","221558_s_at","51176"
"23013","221559_s_at","79003"
"23014","221560_at","57787"
"23015","221561_at","6646"
"23016","221562_s_at","23410"
"23017","221563_at","11221"
"23018","221564_at","3275"
"23019","221565_s_at","51063"
"23020","221566_s_at","8996"
"23021","221567_at","8996"
"23022","221568_s_at","55327"
"23023","221569_at","54806"
"23024","221570_s_at","29081"
"23025","221571_at","7187"
"23026","221572_s_at","65010"
"23027","221572_s_at","102465495"
"23028","221573_at","79020"
"23029","221573_at","5683"
"23030","221575_at","51540"
"23031","221576_at","9518"
"23032","221577_x_at","9518"
"23033","221578_at","83937"
"23034","221579_s_at","11165"
"23035","221579_s_at","100529239"
"23036","221580_s_at","79101"
"23037","221580_s_at","654320"
"23038","221580_s_at","677792"
"23039","221580_s_at","677805"
"23040","221580_s_at","677822"
"23041","221580_s_at","692063"
"23042","221580_s_at","692072"
"23043","221580_s_at","100302240"
"23044","221581_s_at","7462"
"23045","221582_at","92815"
"23046","221583_s_at","3778"
"23047","221584_s_at","3778"
"23048","221585_at","27092"
"23049","221586_s_at","1875"
"23050","221587_s_at","55009"
"23051","221588_x_at","4329"
"23052","221589_s_at","4329"
"23053","221590_s_at","4329"
"23054","221591_s_at","54478"
"23055","221592_at","6160"
"23056","221592_at","11138"
"23057","221593_s_at","6160"
"23058","221594_at","84060"
"23059","221595_at","84060"
"23060","221596_s_at","84060"
"23061","221597_s_at","29100"
"23062","221598_s_at","9442"
"23063","221599_at","28971"
"23064","221600_s_at","28971"
"23065","221601_s_at","9214"
"23066","221602_s_at","9214"
"23067","221603_at","9409"
"23068","221604_s_at","9409"
"23069","221605_s_at","51268"
"23070","221606_s_at","79366"
"23071","221607_x_at","71"
"23072","221607_x_at","60"
"23073","221608_at","7475"
"23074","221609_s_at","7475"
"23075","221610_s_at","55620"
"23076","221611_s_at","51533"
"23077","221612_at","57408"
"23078","221613_s_at","54469"
"23079","221614_s_at","9501"
"23080","221615_at","10450"
"23081","221615_at","656"
"23082","221616_s_at","51616"
"23083","221617_at","51616"
"23084","221618_s_at","51616"
"23085","221619_s_at","23787"
"23086","221620_s_at","79135"
"23087","221621_at","654434"
"23088","221621_at","677781"
"23089","221621_at","102466864"
"23090","221622_s_at","55863"
"23091","221623_at","63827"
"23092","221624_at","27004"
"23093","221625_at","440515"
"23094","221626_at","440515"
"23095","221627_at","10107"
"23096","221628_s_at","84656"
"23097","221629_x_at","51236"
"23098","221630_s_at","54514"
"23099","221631_at","8911"
"23100","221632_s_at","10785"
"23101","221633_at","29781"
"23102","221634_at","118433"
"23103","221634_at","65996"
"23104","221636_s_at","54996"
"23105","221637_s_at","79081"
"23106","221637_s_at","102288414"
"23107","221638_s_at","8675"
"23108","221639_x_at","3192"
"23109","221640_s_at","55367"
"23110","221641_s_at","23597"
"23112","221643_s_at","473"
"23113","221644_s_at","51151"
"23114","221645_s_at","55769"
"23115","221646_s_at","79844"
"23116","221646_s_at","653082"
"23117","221647_s_at","60626"
"23118","221647_s_at","102465445"
"23119","221648_s_at","79814"
"23120","221649_s_at","56342"
"23121","221649_s_at","692312"
"23122","221650_s_at","54797"
"23123","221651_x_at","3514"
"23124","221651_x_at","50802"
"23125","221652_s_at","55726"
"23126","221653_x_at","23780"
"23127","221654_s_at","9960"
"23128","221655_x_at","54869"
"23129","221656_s_at","55160"
"23130","221657_s_at","140459"
"23131","221658_s_at","50615"
"23132","221659_s_at","93408"
"23133","221660_at","93408"
"23134","221661_at","10864"
"23135","221662_s_at","10864"
"23136","221663_x_at","11255"
"23137","221664_s_at","50848"
"23138","221665_s_at","54869"
"23139","221666_s_at","29108"
"23140","221667_s_at","26353"
"23141","221668_s_at","64446"
"23142","221669_s_at","27034"
"23143","221670_s_at","8022"
"23144","221671_x_at","3514"
"23145","221671_x_at","50802"
"23146","221672_s_at","83696"
"23147","221673_s_at","53944"
"23148","221674_s_at","8646"
"23149","221675_s_at","56994"
"23150","221676_s_at","23603"
"23151","221677_s_at","29980"
"23152","221678_at","57406"
"23153","221679_s_at","57406"
"23154","221680_s_at","51513"
"23155","221681_s_at","1834"
"23156","221682_s_at","56100"
"23157","221683_s_at","80184"
"23158","221684_s_at","60506"
"23159","221685_s_at","54908"
"23160","221686_s_at","9400"
"23161","221687_s_at","89853"
"23162","221688_s_at","55272"
"23163","221689_s_at","51227"
"23164","221690_s_at","55655"
"23165","221691_x_at","4869"
"23166","221692_s_at","64981"
"23167","221693_s_at","55168"
"23168","221695_s_at","10746"
"23169","221696_s_at","55359"
"23170","221697_at","440738"
"23171","221698_s_at","64581"
"23172","221699_s_at","79009"
"23173","221700_s_at","7311"
"23174","221701_s_at","64220"
"23175","221702_s_at","80213"
"23176","221703_at","83990"
"23177","221704_s_at","79720"
"23178","221705_s_at","80143"
"23179","221706_s_at","55850"
"23180","221707_s_at","55275"
"23181","221708_s_at","55898"
"23182","221709_s_at","55778"
"23183","221710_x_at","55194"
"23184","221711_s_at","29086"
"23185","221712_s_at","54663"
"23186","221713_s_at","79929"
"23187","221714_s_at","730092"
"23189","221716_s_at","81616"
"23191","221718_s_at","11214"
"23192","221719_s_at","11178"
"23194","221721_s_at","11178"
"23195","221722_x_at","11178"
"23196","221723_s_at","57835"
"23197","221724_s_at","50856"
"23198","221725_at","10163"
"23199","221726_at","6146"
"23200","221727_at","10923"
"23201","221728_x_at","7503"
"23202","221729_at","1290"
"23203","221730_at","1290"
"23204","221731_x_at","1462"
"23205","221732_at","124583"
"23206","221733_s_at","54865"
"23207","221734_at","133619"
"23208","221735_at","57599"
"23209","221736_at","57148"
"23210","221737_at","2768"
"23211","221738_at","57148"
"23212","221739_at","56005"
"23213","221740_x_at","474170"
"23214","221741_s_at","54915"
"23215","221742_at","10658"
"23216","221743_at","10658"
"23217","221744_at","10238"
"23218","221745_at","10238"
"23219","221746_at","8266"
"23220","221747_at","7145"
"23221","221748_s_at","7145"
"23222","221749_at","253943"
"23223","221750_at","3157"
"23224","221751_at","79646"
"23225","221752_at","54434"
"23226","221753_at","54434"
"23227","221754_s_at","57175"
"23228","221755_at","254102"
"23229","221756_at","113791"
"23230","221757_at","113791"
"23231","221758_at","93436"
"23232","221759_at","92579"
"23233","221760_at","4121"
"23234","221761_at","159"
"23235","221762_s_at","63935"
"23236","221763_at","221037"
"23237","221764_at","91300"
"23238","221765_at","7357"
"23239","221766_s_at","55603"
"23240","221767_x_at","3069"
"23241","221768_at","6421"
"23242","221769_at","90864"
"23243","221770_at","6120"
"23244","221771_s_at","54737"
"23245","221772_s_at","55844"
"23246","221773_at","2004"
"23247","221774_x_at","55578"
"23248","221775_x_at","6146"
"23249","221776_s_at","29117"
"23250","221777_at","84934"
"23251","221778_at","80853"
"23252","221779_at","85377"
"23253","221780_s_at","55661"
"23254","221781_s_at","54431"
"23255","221782_at","54431"
"23256","221783_at","58525"
"23257","221784_at","58525"
"23258","221785_at","58525"
"23259","221786_at","387263"
"23260","221787_at","387263"
"23261","221788_at","5238"
"23262","221789_x_at","89941"
"23263","221790_s_at","26119"
"23264","221791_s_at","51372"
"23265","221792_at","51560"
"23266","221793_at","57572"
"23267","221794_at","57572"
"23268","221795_at","4915"
"23269","221796_at","4915"
"23270","221797_at","339229"
"23271","221798_x_at","6187"
"23272","221799_at","54480"
"23273","221800_s_at","80233"
"23274","221801_x_at","4747"
"23275","221802_s_at","57698"
"23276","221803_s_at","29982"
"23277","221804_s_at","404636"
"23278","221804_s_at","55855"
"23279","221805_at","4747"
"23280","221806_s_at","55209"
"23281","221807_s_at","80305"
"23282","221808_at","9367"
"23283","221809_at","57610"
"23284","221810_at","376267"
"23285","221811_at","93210"
"23286","221812_at","54455"
"23287","221813_at","54455"
"23288","221814_at","25960"
"23289","221815_at","11057"
"23290","221816_s_at","51131"
"23291","221817_at","57171"
"23292","221818_at","80789"
"23293","221819_at","11021"
"23294","221820_s_at","84148"
"23295","221821_s_at","54934"
"23296","221822_at","112869"
"23297","221823_at","90355"
"23298","221824_s_at","220972"
"23299","221825_at","90806"
"23300","221826_at","90806"
"23301","221827_at","10616"
"23302","221828_s_at","89853"
"23303","221829_s_at","3842"
"23304","221830_at","5911"
"23305","221831_at","7798"
"23306","221832_s_at","7798"
"23307","221833_at","6477"
"23308","221833_at","83752"
"23309","221834_at","83752"
"23310","221835_at","196403"
"23311","221836_s_at","83696"
"23312","221837_at","84861"
"23313","221838_at","84861"
"23314","221839_s_at","55833"
"23315","221840_at","5791"
"23316","221841_s_at","9314"
"23317","221842_s_at","7690"
"23318","221842_s_at","100506639"
"23319","221843_s_at","57707"
"23320","221844_x_at","60559"
"23321","221845_s_at","81570"
"23322","221846_s_at","57513"
"23323","221847_at","100129361"
"23324","221848_at","84619"
"23325","221849_s_at","90379"
"23326","221850_x_at","119016"
"23327","221850_x_at","119385"
"23328","221850_x_at","414189"
"23329","221850_x_at","414224"
"23330","221850_x_at","653268"
"23331","221851_at","90379"
"23332","221852_at","283820"
"23333","221853_s_at","283820"
"23334","221853_s_at","23420"
"23335","221853_s_at","408050"
"23336","221854_at","5317"
"23337","221855_at","644096"
"23338","221856_s_at","55793"
"23339","221857_s_at","93643"
"23340","221858_at","23232"
"23341","221859_at","57586"
"23343","221861_at","408"
"23344","221862_at","54531"
"23345","221863_at","54531"
"23346","221864_at","93129"
"23347","221865_at","203197"
"23348","221866_at","7942"
"23349","221867_at","9683"
"23350","221868_at","400961"
"23351","221869_at","57473"
"23352","221870_at","30846"
"23353","221871_s_at","10342"
"23354","221872_at","5918"
"23355","221873_at","7702"
"23356","221874_at","57535"
"23357","221875_x_at","3134"
"23358","221876_at","155060"
"23359","221876_at","100289678"
"23360","221877_at","126298"
"23361","221878_at","388969"
"23362","221879_at","91860"
"23363","221880_s_at","400451"
"23364","221881_s_at","25932"
"23365","221882_s_at","58986"
"23366","221883_at","5316"
"23367","221884_at","2122"
"23368","221885_at","27147"
"23369","221886_at","27147"
"23370","221887_s_at","25861"
"23371","221888_at","54862"
"23372","221889_at","253980"
"23373","221890_at","63925"
"23374","221891_x_at","3312"
"23375","221891_x_at","85389"
"23376","221891_x_at","85390"
"23377","221892_at","9563"
"23378","221893_s_at","90956"
"23379","221894_at","90956"
"23380","221895_at","158747"
"23381","221896_s_at","25994"
"23382","221897_at","84851"
"23383","221898_at","10630"
"23384","221899_at","10443"
"23385","221900_at","1296"
"23386","221901_at","85352"
"23387","221902_at","387509"
"23388","221903_s_at","1540"
"23389","221904_at","131408"
"23390","221905_at","1540"
"23391","221906_at","114112"
"23392","221906_at","645840"
"23393","221907_at","115708"
"23394","221908_at","84900"
"23395","221909_at","84900"
"23396","221910_at","2115"
"23397","221911_at","2115"
"23398","221912_s_at","79140"
"23399","221913_at","23410"
"23400","221914_at","6853"
"23401","221915_s_at","5902"
"23402","221916_at","4747"
"23403","221917_s_at","2926"
"23404","221918_at","5128"
"23405","221919_at","3178"
"23406","221920_s_at","51312"
"23407","221921_s_at","57863"
